Region,Key Apps,Team,Priority,Ticket Type,Number,State,Created,Reason,Age,Ageing Bucket,Backlog With,Week_Reported,Month Name,Year,Week,YearWeek
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10161078,Queued,07/01/2021 15:09,Queued,2.37,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10161021,On Hold,07/01/2021 15:02,Awaiting User input,2.37,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10160957,On Hold,07/01/2021 14:54,Customer Testing,2.38,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10160920,On Hold,07/01/2021 14:57,Work not yet due,2.38,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10160836,On Hold,07/01/2021 15:02,Non IBM 3rd Party Engagement,2.37,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10160832,Work In Progress,07/01/2021 14:35,Work In Progress,2.39,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10160798,Work In Progress,07/01/2021 14:31,Work In Progress,2.39,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,HR.net (Talent Tree),Local,P3 - Minor,SR,INC10160566,Queued,07/01/2021 13:56,Queued,2.42,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,HR.net (Talent Tree),GD,P4 - Minimal,SR,INC10160464,On Hold,07/01/2021 13:40,Awaiting User input,2.43,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10160296,On Hold,07/01/2021 13:22,Awaiting User input,2.44,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10160207,On Hold,07/01/2021 13:00,Awaiting User input,2.46,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10160161,On Hold,07/01/2021 12:46,Awaiting User input,2.47,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10160145,On Hold,07/01/2021 12:42,Awaiting User input,2.47,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10160135,On Hold,07/01/2021 12:40,Awaiting User input,2.47,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - NA,GD,P4 - Minimal,SER,INC10160045,Work In Progress,07/01/2021 12:26,Work In Progress,2.48,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10160042,Work In Progress,07/01/2021 12:25,Work In Progress,2.48,00-30,With IBM,2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10160008,On Hold,07/01/2021 12:43,Awaiting User input,2.47,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
APAC,Adept,GD,P4 - Minimal,SR,INC10159867,On Hold,07/01/2021 11:54,Monitoring,2.5,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
APAC,Adept,GD,P3 - Minor,Incident,INC10159865,On Hold,07/01/2021 11:56,Non IBM 3rd Party Engagement,2.5,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10159785,On Hold,07/01/2021 11:38,Customer Testing,2.51,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10159731,On Hold,07/01/2021 11:31,Awaiting User input,2.52,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10159544,Work In Progress,07/01/2021 11:09,Work In Progress,2.54,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,HR.net (Talent Tree),Local,P4 - Minimal,SR,INC10159370,Work In Progress,07/01/2021 10:51,Work In Progress,2.55,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,GD,P4 - Minimal,SR,INC10159330,On Hold,07/01/2021 10:46,Customer unavailable 1st Attempt,2.55,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10159176,Work In Progress,07/01/2021 10:22,Work In Progress,2.57,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10159162,Work In Progress,07/01/2021 10:21,Work In Progress,2.57,00-30,With IBM,2021-01,Jan,2021,1,202101
APAC,Adept,GD,P3 - Minor,Incident,INC10159127,Work In Progress,07/01/2021 10:16,Work In Progress,2.57,00-30,With IBM,2021-01,Jan,2021,1,202101
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10159120,On Hold,07/01/2021 10:15,Non IBM 3rd Party Engagement,2.57,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
APAC,Other - APAC,GD,P3 - Minor,Incident,INC10159118,On Hold,07/01/2021 10:14,Customer unavailable 1st Attempt,2.57,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10159051,Work In Progress,07/01/2021 10:04,Work In Progress,2.58,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SR,INC10158891,On Hold,07/01/2021 10:13,Awaiting User input,2.57,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10158788,Queued,07/01/2021 9:29,Queued,2.6,00-30,With IBM,2021-01,Jan,2021,1,202101
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10158720,Queued,07/01/2021 9:21,Queued,2.61,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,Local,P4 - Minimal,SR,INC10158326,Work In Progress,07/01/2021 8:20,Work In Progress,2.65,00-30,With IBM,2021-01,Jan,2021,1,202101
NA.,PeopleSoft HCM,GD,P4 - Minimal,Incident,INC10158271,Work In Progress,07/01/2021 8:14,Work In Progress,2.66,00-30,With IBM,2021-01,Jan,2021,1,202101
APAC,Adept,GD,P4 - Minimal,SR,INC10157985,On Hold,07/01/2021 7:08,Monitoring,2.7,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
APAC,Adept,Local,P3 - Minor,Incident,INC10157789,On Hold,07/01/2021 6:13,Awaiting User input,2.74,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
APAC,Adept,GD,P3 - Minor,SR,INC10157705,On Hold,07/01/2021 5:31,Monitoring,2.77,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
APAC,Other - APAC,GD,P3 - Minor,SR,INC10157593,On Hold,07/01/2021 4:42,Customer unavailable 1st Attempt,2.8,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Tango & Condor,Local,P4 - Minimal,SR,INC10157586,Work In Progress,07/01/2021 4:39,Work In Progress,2.81,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10157556,Work In Progress,07/01/2021 4:26,Work In Progress,2.82,00-30,With IBM,2021-01,Jan,2021,1,202101
APAC,Adept,GD,P4 - Minimal,SR,INC10157554,On Hold,07/01/2021 4:25,Awaiting User input,2.82,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - NA,GD,P4 - Minimal,SER,INC10157462,On Hold,07/01/2021 3:57,Awaiting User input,2.84,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10157113,Work In Progress,07/01/2021 2:51,Work In Progress,2.88,00-30,With IBM,2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10156661,On Hold,06/01/2021 22:59,Awaiting User input,3.04,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10156496,On Hold,06/01/2021 21:44,Awaiting User input,3.09,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10156466,Work In Progress,06/01/2021 21:34,Work In Progress,3.1,00-30,With IBM,2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10156292,On Hold,06/01/2021 20:34,Non IBM 3rd Party Engagement,3.14,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,Local,P3 - Minor,SR,INC10156258,Work In Progress,06/01/2021 20:24,Work In Progress,3.15,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,Local,P3 - Minor,SR,INC10156254,Work In Progress,06/01/2021 20:23,Work In Progress,3.15,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,Local,P3 - Minor,SR,INC10156250,Work In Progress,06/01/2021 20:22,Work In Progress,3.15,00-30,With IBM,2021-01,Jan,2021,1,202101
LATAM,Tango & Condor,Local,P3 - Minor,SR,INC10156213,On Hold,06/01/2021 20:12,Awaiting User input,3.16,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10156146,On Hold,06/01/2021 19:49,Non IBM 3rd Party Engagement,3.17,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10156128,Work In Progress,06/01/2021 19:43,Work In Progress,3.18,00-30,With IBM,2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10156024,On Hold,06/01/2021 19:14,Awaiting User input,3.2,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
NA.,Other - NA,GD,P4 - Minimal,SR,INC10155922,Work In Progress,06/01/2021 18:49,Work In Progress,3.22,00-30,With IBM,2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10155877,On Hold,06/01/2021 18:35,Non IBM 3rd Party Engagement,3.23,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Tango & Condor,Local,P4 - Minimal,Incident,INC10155809,On Hold,06/01/2021 18:18,Pending Change implementation,3.24,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10155801,Work In Progress,06/01/2021 18:16,Work In Progress,3.24,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10155775,On Hold,06/01/2021 18:10,Awaiting User input,3.24,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - NA,GD,P3 - Minor,SER,INC10155772,On Hold,06/01/2021 18:14,Non IBM 3rd Party Engagement,3.24,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10155702,On Hold,06/01/2021 17:57,Non IBM 3rd Party Engagement,3.25,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10155701,On Hold,06/01/2021 17:56,Awaiting User input,3.25,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
NA.,Other - NA,GD,P4 - Minimal,SR,INC10155592,Work In Progress,06/01/2021 17:35,Work In Progress,3.27,00-30,With IBM,2021-01,Jan,2021,1,202101
NA.,SAP,GD,P3 - Minor,SR,INC10155488,Work In Progress,06/01/2021 17:13,Work In Progress,3.28,00-30,With IBM,2021-01,Jan,2021,1,202101
NA.,SAP,Local,P3 - Minor,SER,INC10155471,Work In Progress,06/01/2021 17:11,Work In Progress,3.28,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10155425,Work In Progress,06/01/2021 16:56,Work In Progress,3.29,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SR,INC10155261,Queued,06/01/2021 16:29,Queued,3.31,00-30,With IBM,2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10155196,On Hold,06/01/2021 16:21,Non IBM 3rd Party Engagement,3.32,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10154834,On Hold,06/01/2021 15:33,Customer unavailable 1st Attempt,3.35,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10154770,Queued,06/01/2021 15:26,Queued,3.36,00-30,With IBM,2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10154688,On Hold,06/01/2021 15:15,Awaiting User input,3.36,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10154484,On Hold,06/01/2021 14:44,Customer unavailable 1st Attempt,3.39,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,GD,P4 - Minimal,Incident,INC10154478,Work In Progress,06/01/2021 14:43,Work In Progress,3.39,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10154441,On Hold,06/01/2021 14:37,Awaiting User input,3.39,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,HR.net (Talent Tree),Local,P4 - Minimal,SR,INC10154369,Work In Progress,06/01/2021 14:26,Work In Progress,3.4,00-30,With IBM,2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10154337,On Hold,06/01/2021 14:30,Non IBM 3rd Party Engagement,3.4,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10154289,On Hold,06/01/2021 14:15,Customer unavailable 1st Attempt,3.41,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10154177,On Hold,06/01/2021 14:00,Awaiting User input,3.42,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10154164,On Hold,06/01/2021 13:58,Awaiting User input,3.42,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10154141,On Hold,06/01/2021 13:58,Non IBM 3rd Party Engagement,3.42,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10154103,On Hold,06/01/2021 13:58,Non IBM 3rd Party Engagement,3.42,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,SER,INC10153930,On Hold,06/01/2021 13:21,Awaiting User input,3.44,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10153907,Work In Progress,06/01/2021 13:18,Work In Progress,3.45,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10153871,On Hold,06/01/2021 13:10,Awaiting User input,3.45,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10153505,On Hold,06/01/2021 12:20,Awaiting User input,3.49,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10153220,Work In Progress,06/01/2021 11:41,Work In Progress,3.51,00-30,With IBM,2021-01,Jan,2021,1,202101
APAC,Adept,GD,P4 - Minimal,SR,INC10153136,On Hold,06/01/2021 11:31,Monitoring,3.52,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10152888,On Hold,06/01/2021 11:06,Customer unavailable 1st Attempt,3.54,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
APAC,Adept,GD,P3 - Minor,SR,INC10152812,On Hold,06/01/2021 10:58,Awaiting User input,3.54,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
APAC,Adept,GD,P3 - Minor,SR,INC10152758,On Hold,06/01/2021 10:52,Awaiting User input,3.55,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,HR.net (Talent Tree),Local,P3 - Minor,SR,INC10152054,On Hold,06/01/2021 9:25,Awaiting User input,3.61,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10152026,On Hold,06/01/2021 9:22,Awaiting User input,3.61,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10151949,On Hold,06/01/2021 9:10,Awaiting User input,3.62,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10151313,On Hold,06/01/2021 7:01,Customer unavailable 1st Attempt,3.71,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
APAC,Other - APAC,GD,P3 - Minor,Incident,INC10151285,On Hold,06/01/2021 6:54,Awaiting User input,3.71,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,HR.net (Talent Tree),GD,P3 - Minor,SR,INC10151103,Work In Progress,06/01/2021 6:04,Work In Progress,3.75,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,Local,P3 - Minor,SR,INC10150984,Work In Progress,06/01/2021 5:24,Work In Progress,3.77,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10150734,Work In Progress,06/01/2021 4:00,Work In Progress,3.83,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,Local,P4 - Minimal,SR,INC10150535,Work In Progress,06/01/2021 3:04,Work In Progress,3.87,00-30,With IBM,2021-01,Jan,2021,1,202101
APAC,Other - APAC,GD,P3 - Minor,Incident,INC10150514,On Hold,06/01/2021 3:03,Customer unavailable 2nd Attempt,3.87,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
APAC,Other - APAC,GD,P3 - Minor,Incident,INC10150446,On Hold,06/01/2021 2:30,Customer unavailable 2nd Attempt,3.9,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
NA.,SAP,Local,P3 - Minor,SER,INC10150030,Work In Progress,05/01/2021 23:16,Work In Progress,4.03,00-30,With IBM,2021-01,Jan,2021,1,202101
NA.,SAP,Local,P3 - Minor,SER,INC10150018,Work In Progress,05/01/2021 23:12,Work In Progress,4.03,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10149674,On Hold,05/01/2021 21:00,Customer Testing,4.12,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10149643,On Hold,05/01/2021 20:55,Non IBM 3rd Party Engagement,4.13,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
NA.,PeopleSoft Ricochet,GD,P3 - Minor,SR,INC10149545,Work In Progress,05/01/2021 20:15,Work In Progress,4.16,00-30,With IBM,2021-01,Jan,2021,1,202101
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10149509,On Hold,05/01/2021 20:00,Work not yet due,4.17,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10149507,On Hold,05/01/2021 20:38,Non IBM 3rd Party Engagement,4.14,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,SER,INC10149430,On Hold,05/01/2021 19:33,Non IBM 3rd Party Engagement,4.18,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
NA.,JD Edwards,GD,P3 - Minor,SR,INC10149416,On Hold,05/01/2021 19:31,Customer Testing,4.19,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SER,INC10149403,Work In Progress,05/01/2021 19:28,Work In Progress,4.19,00-30,With IBM,2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10149382,On Hold,05/01/2021 19:23,Hold for Release Planning,4.19,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
NA.,SAP,GD,P4 - Minimal,SR,INC10149286,On Hold,05/01/2021 19:01,Work not yet due,4.21,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,HR.net (Talent Tree),Local,P3 - Minor,SR,INC10149247,On Hold,05/01/2021 18:52,Customer unavailable 1st Attempt,4.21,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10149232,On Hold,05/01/2021 18:48,Awaiting User input,4.22,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10149007,On Hold,05/01/2021 18:27,Awaiting User input,4.23,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10148949,On Hold,05/01/2021 18:08,Customer Testing,4.24,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10148943,On Hold,05/01/2021 18:08,Customer Testing,4.24,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10148937,On Hold,05/01/2021 18:07,Customer Testing,4.24,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10148908,On Hold,05/01/2021 18:04,Customer Testing,4.25,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10148857,On Hold,05/01/2021 17:58,Customer Testing,4.25,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10148838,On Hold,05/01/2021 17:55,Customer unavailable 2nd Attempt,4.25,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10148831,On Hold,05/01/2021 17:54,Awaiting User input,4.25,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10148827,On Hold,05/01/2021 17:53,Customer Testing,4.25,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10148822,On Hold,05/01/2021 17:54,Customer Testing,4.25,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10148786,On Hold,05/01/2021 17:48,Customer Testing,4.26,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10148775,On Hold,05/01/2021 17:45,Customer Testing,4.26,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10148465,Work In Progress,05/01/2021 16:53,Work In Progress,4.3,00-30,With IBM,2021-01,Jan,2021,1,202101
NA.,Dynamics AX - NA,GD,P3 - Minor,SER,INC10148279,Work In Progress,05/01/2021 16:25,Work In Progress,4.32,00-30,With IBM,2021-01,Jan,2021,1,202101
NA.,Dynamics AX - NA,GD,P3 - Minor,SER,INC10148193,Work In Progress,05/01/2021 16:16,Work In Progress,4.32,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10148187,Work In Progress,05/01/2021 15:59,Work In Progress,4.33,00-30,With IBM,2021-01,Jan,2021,1,202101
LATAM,Tango & Condor,Local,P3 - Minor,SER,INC10148126,On Hold,05/01/2021 15:49,Pending Change implementation,4.34,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10148101,Work In Progress,05/01/2021 15:44,Work In Progress,4.34,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10148059,Work In Progress,05/01/2021 15:39,Work In Progress,4.35,00-30,With IBM,2021-01,Jan,2021,1,202101
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10148027,Work In Progress,05/01/2021 15:33,Work In Progress,4.35,00-30,With IBM,2021-01,Jan,2021,1,202101
LATAM,Tango & Condor,Local,P3 - Minor,Incident,INC10147786,On Hold,05/01/2021 14:55,Awaiting User input,4.38,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
NA.,JD Edwards,GD,P3 - Minor,SR,INC10147744,On Hold,05/01/2021 14:48,Customer unavailable 1st Attempt,4.38,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10147690,On Hold,05/01/2021 14:37,Awaiting User input,4.39,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10147516,On Hold,05/01/2021 14:13,Awaiting User input,4.41,00-30,With WPP (On Hold),2021-01,Jan,2021,1,202101
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10147479,Work In Progress,05/01/2021 14:07,Work In Progress,4.41,00-30,With IBM,2021-01,Jan,2021,1,202101
